markerid,image,sequence,x,y,species,location,date,filename,camid,siteid,radius,angle
4097,25346,2909,985,746,Fox,Loc_52,2016-10-18 23:13:42,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-13-42-IMG_0484.jpg,RP8,Loc_52_RP8,3.95790245642522,-0.0149939770299339
4098,25347,2909,1084,742,Fox,Loc_52,2016-10-18 23:13:43,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-13-43-IMG_0485.jpg,RP8,Loc_52_RP8,4.05161206973288,0.0230676569691291
4099,25348,2909,1198,740,Fox,Loc_52,2016-10-18 23:13:44,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-13-44-IMG_0486.jpg,RP8,Loc_52_RP8,4.17903346400225,0.0668962052104744
4100,25349,2909,1308,741,Fox,Loc_52,2016-10-18 23:13:44,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-13-44-IMG_0487.jpg,RP8,Loc_52_RP8,4.32793430651322,0.109186909653878
4101,25350,2909,1382,733,Fox,Loc_52,2016-10-18 23:13:45,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-13-45-IMG_0488.jpg,RP8,Loc_52_RP8,4.35943160840008,0.137637019915804
4102,25351,2909,1480,724,Fox,Loc_52,2016-10-18 23:13:46,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-13-46-IMG_0489.jpg,RP8,Loc_52_RP8,4.41022969926946,0.175314192965381
4103,25352,2909,1532,714,Fox,Loc_52,2016-10-18 23:13:46,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-13-46-IMG_0490.jpg,RP8,Loc_52_RP8,4.38978969347935,0.195306162338627
4104,25353,2910,760,723,Fox,Loc_52,2016-10-18 23:58:26,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-58-26-IMG_0491.jpg,RP8,Loc_52_RP8,3.56956129672258,-0.101497690664168
4105,25353,2911,684,725,Fox,Loc_52,2016-10-18 23:58:26,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-58-26-IMG_0491.jpg,RP8,Loc_52_RP8,3.50166841869034,-0.130716722825065
4106,25354,2911,1046,697,Fox,Loc_52,2016-10-18 23:58:27,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-58-27-IMG_0492.jpg,RP8,Loc_52_RP8,3.71349450191643,0.00845814088868068
4107,25355,2911,1511,678,Fox,Loc_52,2016-10-18 23:58:28,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161018-23-58-28-IMG_0493.jpg,RP8,Loc_52_RP8,4.06508700593484,0.187232482399431
4108,25363,2912,1138,717,Fox,Loc_52,2016-10-19 00:51:14,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-00-51-14-IMG_0501.jpg,RP8,Loc_52_RP8,3.94331796307475,0.0438285482413453
4109,25373,2913,635,678,Hedgehog,Loc_52,2016-10-19 01:52:06,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-06-IMG_0511.jpg,RP8,Loc_52_RP8,3.22797544366438,-0.149555309349854
4110,25373,2914,582,677,Hedgehog,Loc_52,2016-10-19 01:52:06,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-06-IMG_0511.jpg,RP8,Loc_52_RP8,3.17882125064756,-0.169931739672584
4111,25374,2914,669,681,Hedgehog,Loc_52,2016-10-19 01:52:07,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-07-IMG_0512.jpg,RP8,Loc_52_RP8,3.27117170173921,-0.136483637067347
4112,25375,2914,730,681,Hedgehog,Loc_52,2016-10-19 01:52:07,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-07-IMG_0513.jpg,RP8,Loc_52_RP8,3.32449439837884,-0.113031519148733
4113,25376,2914,758,683,Hedgehog,Loc_52,2016-10-19 01:52:08,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-08-IMG_0514.jpg,RP8,Loc_52_RP8,3.35934283090898,-0.102266612563139
4114,25377,2914,812,681,Hedgehog,Loc_52,2016-10-19 01:52:09,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-09-IMG_0515.jpg,RP8,Loc_52_RP8,3.39754626288863,-0.0815057212909229
4115,25378,2914,829,693,Hedgehog,Loc_52,2016-10-19 01:52:09,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-09-IMG_0516.jpg,RP8,Loc_52_RP8,3.47682892258932,-0.0749698851496696
4116,25379,2914,893,699,Hedgehog,Loc_52,2016-10-19 01:52:10,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-10-IMG_0517.jpg,RP8,Loc_52_RP8,3.57182779449454,-0.0503643843825986
4117,25380,2914,926,693,Hedgehog,Loc_52,2016-10-19 01:52:10,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-10-IMG_0518.jpg,RP8,Loc_52_RP8,3.5699506387985,-0.0376771730495776
4118,25381,2914,1046,678,Hedgehog,Loc_52,2016-10-19 01:52:11,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-11-IMG_0519.jpg,RP8,Loc_52_RP8,3.59677621650353,0.00845814088868068
4119,25382,2914,1188,681,Hedgehog,Loc_52,2016-10-19 01:52:12,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-12-IMG_0520.jpg,RP8,Loc_52_RP8,3.75362000069867,0.0630515957156196
4120,25383,2914,1396,675,Hedgehog,Loc_52,2016-10-19 01:52:13,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-13-IMG_0521.jpg,RP8,Loc_52_RP8,3.92149783098177,0.143019473208601
4121,25384,2914,1490,681,Hedgehog,Loc_52,2016-10-19 01:52:13,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-13-IMG_0522.jpg,RP8,Loc_52_RP8,4.06646013841382,0.179158802460236
4122,25385,2914,1582,672,Hedgehog,Loc_52,2016-10-19 01:52:14,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-14-IMG_0523.jpg,RP8,Loc_52_RP8,4.09207451297484,0.214529209812901
4123,25386,2914,1673,681,Hedgehog,Loc_52,2016-10-19 01:52:15,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-15-IMG_0524.jpg,RP8,Loc_52_RP8,4.26858094305819,0.24951515621608
4124,25387,2914,1673,681,Hedgehog,Loc_52,2016-10-19 01:52:15,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-15-IMG_0525.jpg,RP8,Loc_52_RP8,4.26858094305819,0.24951515621608
4125,25388,2914,1673,681,Hedgehog,Loc_52,2016-10-19 01:52:16,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-16-IMG_0526.jpg,RP8,Loc_52_RP8,4.26858094305819,0.24951515621608
4126,25383,2915,1450,666,Hedgehog,Loc_52,2016-10-19 01:52:13,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos1)/Loc_52-20161019-01-52-13-IMG_0521.jpg,RP8,Loc_52_RP8,3.90873517215214,0.163780364480817
4127,25393,2916,1503,620,Fox,Loc_52,2016-10-19 23:54:46,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161019-23-54-46-IMG_0071.jpg,RP8,Loc_52_RP8,3.61997420573177,0.184156794803547
4128,25403,2917,1240,211,Hedgehog,Loc_52,2016-10-20 04:23:58,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-23-58-IMG_0081.jpg,RP8,Loc_52_RP8,1.63265369682279,0.0830435650888648
4129,25403,2918,1186,232,Hedgehog,Loc_52,2016-10-20 04:23:58,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-23-58-IMG_0081.jpg,RP8,Loc_52_RP8,1.69669879644034,0.0622826738166486
4130,25404,2918,1303,229,Hedgehog,Loc_52,2016-10-20 04:23:59,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-23-59-IMG_0082.jpg,RP8,Loc_52_RP8,1.68493144817046,0.10726460490645
4131,25405,2918,1398,161,Hedgehog,Loc_52,2016-10-20 04:24:00,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-24-00-IMG_0083.jpg,RP8,Loc_52_RP8,1.47890311287671,0.143788395107571
4132,25406,2918,1416,138,Hedgehog,Loc_52,2016-10-20 04:24:00,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-24-00-IMG_0084.jpg,RP8,Loc_52_RP8,1.41393289617902,0.15070869219831
4133,25407,2918,1433,88,Hedgehog,Loc_52,2016-10-20 04:24:01,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-24-01-IMG_0085.jpg,RP8,Loc_52_RP8,1.28298285665992,0.157244528339563
4134,25408,2918,1535,54,Hedgehog,Loc_52,2016-10-20 04:24:01,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-24-01-IMG_0086.jpg,RP8,Loc_52_RP8,1.18701504253576,0.196459545187083
4135,25409,2918,1565,24,Hedgehog,Loc_52,2016-10-20 04:24:02,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-04-24-02-IMG_0087.jpg,RP8,Loc_52_RP8,1.11375032121012,0.207993373671648
4162,25443,2945,696,565,Fox,Loc_52,2016-10-20 22:28:35,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-22-28-35-IMG_0513.jpg,RP8,Loc_52_RP8,2.77989995717238,-0.126103191431239
4163,25443,2946,795,545,Fox,Loc_52,2016-10-20 22:28:35,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-22-28-35-IMG_0513.jpg,RP8,Loc_52_RP8,2.74847891626237,-0.0880415574321761
4164,25444,2946,1379,500,Fox,Loc_52,2016-10-20 22:28:36,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-22-28-36-IMG_0514.jpg,RP8,Loc_52_RP8,2.80635935883387,0.136483637067347
4165,25445,2946,1942,473,Fox,Loc_52,2016-10-20 22:28:37,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161020-22-28-37-IMG_0515.jpg,RP8,Loc_52_RP8,2.88014618620815,0.352935151627675
4166,25453,2947,1795,334,Hedgehog,Loc_52,2016-10-21 18:51:57,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-51-57-IMG_0733.jpg,RP8,Loc_52_RP8,2.095555208958,0.296419392053309
4167,25453,2948,1845,313,Hedgehog,Loc_52,2016-10-21 18:51:57,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-51-57-IMG_0733.jpg,RP8,Loc_52_RP8,2.00710121731606,0.315642439527583
4168,25454,2948,1748,342,Hedgehog,Loc_52,2016-10-21 18:51:58,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-51-58-IMG_0734.jpg,RP8,Loc_52_RP8,2.12623200800668,0.278349727427491
4169,25455,2948,1662,352,Hedgehog,Loc_52,2016-10-21 18:51:59,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-51-59-IMG_0735.jpg,RP8,Loc_52_RP8,2.1601543624554,0.24528608577174
4170,25456,2948,1647,355,Hedgehog,Loc_52,2016-10-21 18:52:00,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-52-00-IMG_0736.jpg,RP8,Loc_52_RP8,2.17147922579632,0.239519171529457
4171,25457,2948,1647,355,Hedgehog,Loc_52,2016-10-21 18:52:00,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-52-00-IMG_0737.jpg,RP8,Loc_52_RP8,2.17147922579632,0.239519171529457
4172,25458,2948,1647,355,Hedgehog,Loc_52,2016-10-21 18:52:01,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-52-01-IMG_0738.jpg,RP8,Loc_52_RP8,2.17147922579632,0.239519171529457
4173,25459,2948,1647,355,Hedgehog,Loc_52,2016-10-21 18:52:01,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-52-01-IMG_0739.jpg,RP8,Loc_52_RP8,2.17147922579632,0.239519171529457
4174,25460,2948,1623,363,Hedgehog,Loc_52,2016-10-21 18:52:02,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-52-02-IMG_0740.jpg,RP8,Loc_52_RP8,2.20378951596858,0.230292108741806
4175,25461,2948,1623,363,Hedgehog,Loc_52,2016-10-21 18:52:03,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-52-03-IMG_0741.jpg,RP8,Loc_52_RP8,2.20378951596858,0.230292108741806
4176,25462,2948,1576,358,Hedgehog,Loc_52,2016-10-21 18:52:03,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-52-03-IMG_0742.jpg,RP8,Loc_52_RP8,2.17474757348923,0.212222444115988
4177,25463,2949,-87,205,Hedgehog,Loc_52,2016-10-21 18:53:05,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-18-53-05-IMG_0743.jpg,RP8,Loc_52_RP8,1.67846764746275,-0.427136114878374
4178,25473,2950,829,710,Fox,Loc_52,2016-10-21 19:10:57,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-19-10-57-IMG_0753.jpg,RP8,Loc_52_RP8,3.56946364196802,-0.0749698851496696
4179,25483,2951,1774,465,Fox,Loc_52,2016-10-21 19:11:10,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161021-19-11-10-IMG_0763.jpg,RP8,Loc_52_RP8,2.76724698463568,0.288345712114114
4180,25493,2952,1587,621,Fox,Loc_52,2016-10-22 01:36:30,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-01-36-30-IMG_0773.jpg,RP8,Loc_52_RP8,3.69722472956467,0.216451514560328
4181,25503,2953,611,708,Fox,Loc_52,2016-10-22 02:10:01,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-02-10-01-IMG_0783.jpg,RP8,Loc_52_RP8,3.34644912497861,-0.158782372137505
4182,25503,2954,578,705,Fox,Loc_52,2016-10-22 02:10:01,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-02-10-01-IMG_0783.jpg,RP8,Loc_52_RP8,3.30166528753414,-0.171469583470526
4183,25504,2954,417,695,Fox,Loc_52,2016-10-22 02:10:02,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-02-10-02-IMG_0784.jpg,RP8,Loc_52_RP8,3.11566077614654,-0.23336779633769
4184,25505,2954,335,686,Fox,Loc_52,2016-10-22 02:10:02,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-02-10-02-IMG_0785.jpg,RP8,Loc_52_RP8,3.012656627829,-0.264893594195499
4185,25506,2954,268,677,Fox,Loc_52,2016-10-22 02:10:03,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-02-10-03-IMG_0786.jpg,RP8,Loc_52_RP8,2.92722305661801,-0.290652477811027
4186,25507,2954,205,679,Fox,Loc_52,2016-10-22 02:10:04,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-02-10-04-IMG_0787.jpg,RP8,Loc_52_RP8,2.88588884930818,-0.314873517628612
4187,25508,2954,76,675,Fox,Loc_52,2016-10-22 02:10:04,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-02-10-04-IMG_0788.jpg,RP8,Loc_52_RP8,2.77728039517893,-0.36446898011224
4188,25513,2955,1823,307,Hedgehog,Loc_52,2016-10-22 03:26:36,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-36-IMG_0793.jpg,RP8,Loc_52_RP8,1.97960413980088,0.307184298638903
4189,25513,2956,1797,300,Hedgehog,Loc_52,2016-10-22 03:26:36,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-36-IMG_0793.jpg,RP8,Loc_52_RP8,1.94838229031434,0.29718831395228
4190,25514,2956,1797,300,Hedgehog,Loc_52,2016-10-22 03:26:37,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-37-IMG_0794.jpg,RP8,Loc_52_RP8,1.94838229031434,0.29718831395228
4191,25515,2956,1768,298,Hedgehog,Loc_52,2016-10-22 03:26:38,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-38-IMG_0795.jpg,RP8,Loc_52_RP8,1.93844237878959,0.286038946417201
4192,25516,2956,1742,300,Hedgehog,Loc_52,2016-10-22 03:26:38,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-38-IMG_0796.jpg,RP8,Loc_52_RP8,1.94520302547317,0.276042961730578
4193,25517,2956,1742,300,Hedgehog,Loc_52,2016-10-22 03:26:39,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-39-IMG_0797.jpg,RP8,Loc_52_RP8,1.94520302547317,0.276042961730578
4194,25518,2956,1742,300,Hedgehog,Loc_52,2016-10-22 03:26:40,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-40-IMG_0798.jpg,RP8,Loc_52_RP8,1.94520302547317,0.276042961730578
4195,25519,2956,1742,300,Hedgehog,Loc_52,2016-10-22 03:26:40,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-40-IMG_0799.jpg,RP8,Loc_52_RP8,1.94520302547317,0.276042961730578
4196,25520,2956,1742,300,Hedgehog,Loc_52,2016-10-22 03:26:41,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-41-IMG_0800.jpg,RP8,Loc_52_RP8,1.94520302547317,0.276042961730578
4197,25521,2956,1742,300,Hedgehog,Loc_52,2016-10-22 03:26:42,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-42-IMG_0801.jpg,RP8,Loc_52_RP8,1.94520302547317,0.276042961730578
4198,25522,2956,1742,300,Hedgehog,Loc_52,2016-10-22 03:26:42,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-26-42-IMG_0802.jpg,RP8,Loc_52_RP8,1.94520302547317,0.276042961730578
4199,25523,2957,2008,259,Hedgehog,Loc_52,2016-10-22 03:44:33,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-03-44-33-IMG_0803.jpg,RP8,Loc_52_RP8,1.78601499424175,0.378309574293718
4200,25533,2958,267,135,Hedgehog,Loc_52,2016-10-22 05:22:56,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-22-56-IMG_0813.jpg,RP8,Loc_52_RP8,1.52752848161937,-0.291036938760512
4201,25533,2959,362,79,Hedgehog,Loc_52,2016-10-22 05:22:56,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-22-56-IMG_0813.jpg,RP8,Loc_52_RP8,1.41386846339162,-0.254513148559391
4202,25534,2959,263,99,Hedgehog,Loc_52,2016-10-22 05:22:56,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-22-56-IMG_0814.jpg,RP8,Loc_52_RP8,1.46352343252599,-0.292574782558454
4203,25535,2959,238,132,Hedgehog,Loc_52,2016-10-22 05:22:57,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-22-57-IMG_0815.jpg,RP8,Loc_52_RP8,1.52531547322088,-0.302186306295591
4204,25536,2959,162,177,Hedgehog,Loc_52,2016-10-22 05:22:57,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-22-57-IMG_0816.jpg,RP8,Loc_52_RP8,1.61428346570353,-0.331405338456488
4205,25537,2959,54,207,Hedgehog,Loc_52,2016-10-22 05:22:58,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-22-58-IMG_0817.jpg,RP8,Loc_52_RP8,1.67519340296534,-0.372927121000921
4206,25543,2960,188,550,Fox,Loc_52,2016-10-22 05:31:05,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-31-05-IMG_0823.jpg,RP8,Loc_52_RP8,2.47664260933126,-0.321409353769866
4207,25543,2961,96,544,Fox,Loc_52,2016-10-22 05:31:05,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-31-05-IMG_0823.jpg,RP8,Loc_52_RP8,2.41911019506877,-0.35677976112253
4208,25544,2961,622,573,Fox,Loc_52,2016-10-22 05:31:06,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-31-06-IMG_0824.jpg,RP8,Loc_52_RP8,2.77168009291889,-0.154553301693165
4209,25545,2961,950,590,Fox,Loc_52,2016-10-22 05:31:06,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-31-06-IMG_0825.jpg,RP8,Loc_52_RP8,3.04066854327909,-0.0284501102619259
4210,25546,2961,1171,639,Fox,Loc_52,2016-10-22 05:31:07,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-31-07-IMG_0826.jpg,RP8,Loc_52_RP8,3.47077202748967,0.0565157595743663
4211,25547,2961,1267,669,Fox,Loc_52,2016-10-22 05:31:07,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-05-31-07-IMG_0827.jpg,RP8,Loc_52_RP8,3.75036561235948,0.0934240107249729
4212,25553,2962,1582,583,Fox,Loc_52,2016-10-22 20:04:25,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-20-04-25-IMG_1283.jpg,RP8,Loc_52_RP8,3.42119019870212,0.214529209812901
4213,25553,2963,1666,580,Fox,Loc_52,2016-10-22 20:04:25,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-20-04-25-IMG_1283.jpg,RP8,Loc_52_RP8,3.45899252348968,0.246823929569682
4214,25554,2963,1285,609,Fox,Loc_52,2016-10-22 20:04:26,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-20-04-26-IMG_1284.jpg,RP8,Loc_52_RP8,3.37631041359541,0.100344307815712
4215,25555,2963,940,644,Fox,Loc_52,2016-10-22 20:04:26,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-20-04-26-IMG_1285.jpg,RP8,Loc_52_RP8,3.31088617105847,-0.0322947197567808
4216,25556,2963,564,676,Fox,Loc_52,2016-10-22 20:04:27,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-20-04-27-IMG_1286.jpg,RP8,Loc_52_RP8,3.15945842457249,-0.176852036763323
4217,25557,2963,228,715,Fox,Loc_52,2016-10-22 20:04:27,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-20-04-27-IMG_1287.jpg,RP8,Loc_52_RP8,3.02895339256147,-0.306030915790446
4218,25563,2964,815,731,Fox,Loc_52,2016-10-22 20:49:45,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161022-20-49-45-IMG_1293.jpg,RP8,Loc_52_RP8,3.67206286209907,-0.0803523384424664
4219,25573,2965,119,217,Hedgehog,Loc_52,2016-10-23 00:36:30,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-30-IMG_1303.jpg,RP8,Loc_52_RP8,1.69080536480427,-0.347937159284364
4220,25573,2966,55,220,Hedgehog,Loc_52,2016-10-23 00:36:30,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-30-IMG_1303.jpg,RP8,Loc_52_RP8,1.69857880835472,-0.372542660051435
4221,25574,2966,176,205,Hedgehog,Loc_52,2016-10-23 00:36:30,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-30-IMG_1304.jpg,RP8,Loc_52_RP8,1.66571626498505,-0.326022885163692
4222,25575,2966,176,205,Hedgehog,Loc_52,2016-10-23 00:36:31,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-31-IMG_1305.jpg,RP8,Loc_52_RP8,1.66571626498505,-0.326022885163692
4223,25576,2966,191,186,Hedgehog,Loc_52,2016-10-23 00:36:32,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-32-IMG_1306.jpg,RP8,Loc_52_RP8,1.62892725698945,-0.320255970921409
4224,25577,2966,191,186,Hedgehog,Loc_52,2016-10-23 00:36:32,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-32-IMG_1307.jpg,RP8,Loc_52_RP8,1.62892725698945,-0.320255970921409
4225,25578,2966,191,186,Hedgehog,Loc_52,2016-10-23 00:36:33,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-33-IMG_1308.jpg,RP8,Loc_52_RP8,1.62892725698945,-0.320255970921409
4226,25579,2966,239,204,Hedgehog,Loc_52,2016-10-23 00:36:33,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-33-IMG_1309.jpg,RP8,Loc_52_RP8,1.66071168818753,-0.301801845346106
4227,25580,2966,239,204,Hedgehog,Loc_52,2016-10-23 00:36:34,C:/Users/nash.l/Documents/Processed photos/point 52 phase 2 (pos2)/Loc_52-20161023-00-36-34-IMG_1310.jpg,RP8,Loc_52_RP8,1.66071168818753,-0.301801845346106
